"id";"title";"abstract_por";"authors";"subjectsPOR";"institutions";"types";"accesslevel";"publicationDates";"urls";"formats";"languages";
"UFSC_001a2c88c9663fb3f18d13035d61038d";"Estratégias de ensino para acadêmicos surdos na Educação Superior";"Este estudo tem como o objetivo entender de que forma as estratégias de ensino utilizadas pelos professores contribuem para a aprendizagem de acadêmicos surdos nos Cursos de Graduação da Universidade Federal de Santa Maria (UFSM). A pesquisa ancorou-se na abordagem qualitativa com sistematização a partir da Análise de Conteúdo por categorias temáticas e nos discursos dos sujeitos pesquisados a partir de entrevista e questionário, o uso dessas técnicas de coleta de dados possibilitou analisar, as questões de inclusão, acessibilidade e as diferentes estratégias que contribuem para que os acadêmicos surdos garantam sua aprendizagem nos cursos que frequentam. Percebeu-se a necessidade de mudanças na maneira de ensinar e que as estratégias de ensino utilizadas pelos professores não contribuem para que os acadêmicos surdos possa acompanhar os conteúdos, bem como a falta de ações para além da sala de aula que abranjam também mudanças atitudinais, de relações e comunicação entre ouvintes e surdos. Em conclusão, novos questionamentos foram pautados, o que confere a importância e continuidade aos estudos nessa temática. Além disso, o foco da aprendizagem dos surdos parece recair apenas sobre as estratégias de ensino associadas as habilidades cognitivas e não com objetivo à garantia da permanência e da conclusão dos estudos dos acadêmicos surdos que ingressam na Educação Superior.";"primary[LIMA, Juliana Corrêa de(NA)]";"Educação superior|Surdo|Ensino";"UFSC";"masterThesis";"openAccess";"2018";"https://repositorio.ufsc.br/handle/123456789/190835";"masterThesis";"por"
"UFSC_e6652c7afb958e92b299d7a94b7eee50";"O intérprete de libras no ensino superior: sua atuação como mediador entre língua portuguesa e a língua de sinais";"Este estudo se propõe a conhecer e analisar a inserção do profissional intérprete de Libras no ensino superior e a construção desta profissão, onde a interação lingüística se desenvolve pela língua de sinais. A proposta envolve a tentativa de compreender quem é este profissional e como se dá a sua atuação em um universo fronteiriço entre as línguas, oral-auditiva e viso-espacial. Visa, também, conhecer as necessidades e especificidades vivenciadas por este profissional numa relação que envolve surdos – ouvintes - intérpretes. Espera-se também explicitar aspectos do processo de construção desta nova profissão. Participaram do estudo 10 intérpretes de Língua de Sinais que atuam no ensino superior nas cidades de São Paulo/SP, Cascavel/PR e Campo Grande/MS. Os dados foram coletados por meio de entrevistas presenciais e via on-line, empregando os programas do correio eletrônico e MSN. As entrevistas contaram com roteiro pré-definido e foram transcritas, lidas e relidas até que se chegasse à definição de categorias relevantes para atingir o objetivo proposto, isto é formação do intérprete; tempo de atuação, área e condições de contrato; processo de regulamentação da profissão; relacionamento com surdos, ouvintes e profissionais; disciplinas que interpreta; dificuldades na interpretação; e, visão da profissão do interprete. Os resultados mostram que os intérpretes têm formação superior e estão inseridos nas comunidades surdas, têm ampla experiência na área educacional; estão contratados em regime de CLT; expressam a necessidade de regulamentação desta profissão; se relacionam bem com os surdos; interpretam todas as disciplinas que o aluno surdo freqüenta; apresentam como dificuldade a falta de sinais específicos para determinadas palavras usadas no meio educacional e acreditam na profissão do intérprete. Concluiu-se que os interpretes são agentes multiplicadores de uma nova maneira de ver e pensar o indivíduo surdo, que o ato de traduzir e interpretar demanda competências lingüísticas e metodológicas; que são árduas e complexas observando a importância do intérprete assumir o seu papel de mediador e de conquistar espaço para garantir a acessibilidade do surdo nos diferentes segmentos da sociedade.";"primary[CONSTÂNCIO, Rosana de Fátima Janes(NA)]";"Intérprete|Língua de Sinais|Língua Portuguesa";"UFSC";"masterThesis";"openAccess";"2010";"https://repositorio.ufsc.br/handle/123456789/190825";"masterThesis";"por"
"UFSC_1c10f04c7e2afb31d7337d0ed929a156";"O texto do intérprete de libras no contexto do bilingüismo e o pretexto da inclusão";"Este trabalho versa sobre a atuação do intérprete de LIBRAS no contexto educacional inclusivista, adotado no Brasil, diante da necessidade de conhecer melhor os resultados da participação desse profissional na vida escolar e social do surdo. A grande questão que se coloca é se essa presença favorece o desenvolvimento do surdo e quais as exigências que estão sendo feitas para a efetividade de sua ação interpretativa. O ato de interpretar corresponde a um processo cognitivo pelo qual se trocam mensagens de uma língua para outra (orais ou sinalizadas). Ao mesmo tempo, representa uma tomada de decisões sintáticas, semânticas e pragmáticas em duas línguas que impõem sempre novas interpretações. Portanto, o intérprete não deve ser apenas um explicador, mas um profissional bilíngüe, habilitado na interpretação da língua de sinais para a língua portuguesa. Elaboramos este trabalho com o objetivo de analisar os relatos dos intérpretes de LIBRAS sobre suas contribuições para a aprendizagem e melhoria da interação entre surdos e ouvintes. Para esse fim, utilizamos uma metodologia qualitativa, e como instrumento de pesquisa optamos pelo uso de uma entrevista que forneceu os relatos de 10 (dez) intérpretes de LIBRAS do Ensino Fundamental II e Médio, de escolas públicas estaduais da cidade do Recife, (o que representa mais de 70% do total). Os dados fornecidos, através dos relatos, foram categorizados e a seguir analisados à luz do referencial teórico adotado. Os sujeitos revelaram que estão satisfeitos com seu trabalho, embora reconheçam que existem inúmeros obstáculos a serem superados, e, nem sempre o conseguem. Segundo eles, o trabalho do intérprete carece de uma infra-estrutura melhor, visto que, a que dispomos atualmente deixa a desejar, o que demanda ações que já constam das políticas públicas e que, até o momento, não foram implementadas. Esperamos com este trabalho contribuir para que essa atuação fique cada vez mais bem delineada, posto que esse grupo de profissionais foi forjado diante do desconhecimento quase total dos ouvintes e surdos, os quais sentiram necessidade de contar com a presença de alguém que pudesse facilitar a comunicação entre eles.";"primary[COSTA, Karla Patrícia Ramos da(NA)]";"Intérprete de Libras|Inclusão|Bilinguismo";"UFSC";"masterThesis";"openAccess";"2008";"https://repositorio.ufsc.br/handle/123456789/190700";"masterThesis";"por"
"UFSC_3df5e921f2ac9adaf4730f35a839a116";"Um sistema de gerenciamento da qualidade para fabricas montadoras com enfase no metodo Taguchi e QFD";"Este trabalho visa fornecer um sistema de gerenciamento da qualidade para as fábricas montadoras nacionais. O objetivo principal do trabalho é obter uma melhor utilização da Assistência Técnica dentro das fábricas montadoras. Para isso, viu-se a necessidade de se incorporar qualidade ao produto desde o projeto, garantindo que essa qualidade se mantenha até o envio do mesmo ao consumidor, para, neste momento, o departamento de Assistência Técnica garantir que o usuário tenha a melhor utilização possível do produto, durante a sua vida útil. Então, optou-se pela utilização do QFD (Desdobramento da Função Qualidade) e do Método Taguchi, ferramentas modernas e eficientes na incorporação de qualidade ao produto desde o projeto, adaptando as mesmas para utilização nas fábricas montadoras nacionais.";"primary[Vieira, Sandro Ranieri Barcelos(NA)]";"";"UFSC";"masterThesis";"openAccess";"1996";"https://repositorio.ufsc.br/xmlui/handle/123456789/158054";"masterThesis";"por"
"UFSC_691afa71033d18ff9fb5e638842338ea";"Modelo de implementação de um sistema de gestão integrada em qualidade, meio ambiente, saúde e segurança ocupacional - QMASSO: um modelo voltado para a cultura organizacional e os aspectos comportamentais";"Esta dissertação visa disponibilizar um modelo de sistema de gestão integrada que possibilite que uma determinada organização identifique e entenda seus passivos em qualidade, meio ambiente, saúde e segurança ocupacional gerenciando-os de forma a melhorar o desempenho da organização continuamente. Neste trabalho desenvolveu-se uma Pesquisa Aplicada quanto à natureza, tendo sido utilizadas técnicas de Pesquisas Qualitativas quanto à forma e abordagem da temática, trabalhando os objetivos em uma Pesquisa Exploratória, através da aplicação do modelo proposto construído sobre uma Pesquisa Bibliográfica. Através deste modelo é possível aplicar uma metodologia de classificação e priorização de ações para que sejam estabelecidos programas de gestão, que através de um processo de monitoramento e verificações, são acompanhados para garantir o atendimento aos objetivos e metas estabelecidos conforme a política QMASSO da organização. Apoiando esta estrutura, diversas atividades conduzem um processo de mudança de cultura organizacional durante a implementação, atuando no comportamento da força de trabalho em busca da excelência nas variáveis gerenciadas pelo Sistema QMASSO e internalizando conceitos da qualidade, meio ambiente, saúde e segurança ocupacional como um valor para toda a força de trabalho, ou seja, a organização.";"primary[Melo, Fábio Marin(NA)]";"";"UFSC";"masterThesis";"openAccess";"2004";"http://repositorio.ufsc.br/xmlui/handle/123456789/87145";"masterThesis";"por"
"UFSC_ccd7044ccff935e8a3bd28fb4a4c5a02";"O impacto de uma exposição cientifica nas represenações sociais sobre meio ambiente dos alunos do ensino médio";"Esta pesquisa tem como objetivo verificar o impacto de uma exposição científica nas representações sociais sobre meio ambiente dos alunos do ensino médio. Desde a sua origem, nos anos 60, a teoria das representações sociais analisa a difusão da ciência pelos meios de comunicação, ocupando uma posição central nos estudos da divulgação científica e permeando tanto a organização de meios de divulgação como de conteúdos necessários a sua consecução. Uma dimensão importante e presente nas exposições científicas contemporâneas é a abordagem social da ciência e tecnologia. Nessa dimensão, um tema que tem sido privilegiado pelos museus de ciências e professores diz respeito ao meio ambiente. A construção dessa exposição levou em conta a noção de paradigmas ambientais e foi construída de forma a explicitar o contraste entre o homem como excluído ou como parte integrante do meio ambiente. Participaram dessa pesquisa 285 alunos da segunda série do ensino médio de quatro escolas de Florianópolis. A pesquisa foi feita nas escolas e em uma sala de exposições da UFSC. Pode-se dizer que houve um impacto sobre as representações sociais de meio ambiente dos alunos que visitaram a exposição através do surgimento de esquemas estranhos (referentes ao conteúdo da exposição) nessas representações, apontando um crescimento informativo e cognitivo desses alunos. Espera-se poder contribuir com o nível de alfabetização científica dos cidadãos catarinenses, bem como verificar a contribuição da atividade de divulgação científica para a teoria das representações sociais, além de contribuir para o desenvolvimento do campo de pesquisa dessa teoria.";"primary[Mezzomo, Juliana(NA)]";"";"UFSC";"masterThesis";"openAccess";"2004";"http://repositorio.ufsc.br/xmlui/handle/123456789/87661";"masterThesis";"por"
"UFSC_fdee1ad7a990075067da99115a8ea18d";"Avaliação do uso de nanopartículas de prata e atividade antimicrobiana para tratamento de águas";"";"primary[Machado, Fernanda Morgana(NA)]";"";"UFSC";"masterThesis";"openAccess";"2012";"https://repositorio.ufsc.br/handle/123456789/106736";"masterThesis";"por"
"UFSC_a00fdb0a0d01d13471c4080bc1a4a737";"Acupuntura manual no Baihui (VG20) melhora o aprendizado e a memória em camundongos";"";"primary[Franco, Cirene Aparecida(NA)]";"";"UFSC";"masterThesis";"openAccess";"2013";"https://repositorio.ufsc.br/handle/123456789/107289";"masterThesis";"por"
"UFSC_028820a52bb1d19e92e8716917892664";"O direito e os direitos";"";"primary[Cleve, Clemerson Merlin(NA)]";"";"UFSC";"masterThesis";"openAccess";"1983";"http://repositorio.ufsc.br/xmlui/handle/123456789/75090";"masterThesis";"por"
"UFSC_9fd0f8e4bc9b6b7bda815966f0e9e735";"Sinteses de derivados de 2,5- dissubstituidos 1,3,4- oxadiazois como unidade mesogenica";"Descreve-se um estudo de síntese e propriedades fisico-químicas de compostos contendo anel heterocíclico 1,3,4-oxadiazois-2,5-dissubstituído como unidade mesogênica. Foram sintetizados compostos do tipo: 2-(p-n-alcoxifenil)-5-(p-y-fenil)-1,3,4-oxadiazol e 2-alquil-5-(p-y-fenil)-1,3,4-oxidiazol, onde y = RO-, Br-, CN-, NO2, R = CnH2n+1. Na preparação destes compostos utilizou-se dois métodos sintéticos diferentes: a) rota via formação de tetrozois; b) rota via N,N'-diacil-hidrazinas. O desvio da linearidade da molécula em relação ao eixo molecular principal nos compostos 2,5-dissubstituídos-1,3,4-oxadiazol, é a principal razão pela pouca ou nehuma estabilidade mesomórfica da maioria dos compostos sintetizados. Todos os compostos sintetizados foram caracterizados por métodos espectroscópicos de IV, RMN de 1H e 13C. Os compostos que apresentaram propriedades mesomórficas foram caracterizados por observações microscópicas com luz polarizada bem como medidas de seus calores de transições mediante o uso do calorímetro diferencial de varredura (DSC).";"primary[Passos, Geraldo Elis dos(NA)]";"";"UFSC";"masterThesis";"openAccess";"1993";"http://repositorio.ufsc.br/xmlui/handle/123456789/75879";"masterThesis";"por"
